id,min_lon,max_lon,max_lat,min_lat
2965,5.8668039525154,5.8670659708086,43.1141629502623,43.1140389819144
10211,5.50984895502589,5.51003997859922,43.3007799894503,43.3006909736386
8704,6.29888494232074,6.29916598753417,48.4738789850882,48.4738029612264
4450,5.48421935823515,5.48433921945053,43.3635297664543,43.3634145991047
11272,5.45721688952361,5.45743683066286,43.5250932970567,43.5248477911128
13024,5.49645894852523,5.49660194379337,43.3010959872,43.301000936418
10925,5.52795495552809,5.52811597188804,43.2742579714287,43.2741649323035
857,4.80186563614279,4.80207342352244,44.1505857805815,44.1505063201395
2423,4.8103505529063,4.81048877048963,44.1390243700772,44.1388797822475
1801,4.80352894100852,4.80372792738987,44.136128925445,44.1359529892973
6184,5.109880964116,5.11007592718383,43.3997229919956,43.3996389215068
4746,-1.17788601178489,-1.17776304926534,44.6622909948598,44.6621809404711
6542,5.48159775037956,5.48173881780997,43.353814553943,43.3537112888959
12535,5.50316799146339,5.5032929656397,43.3064309847509,43.3063259595041
4310,5.74312193039154,5.74329694452979,43.1733819343735,43.1732979477037
1046,6.24907095648442,6.24929299309949,48.4991229305139,48.4989189988097
780,5.56269299885943,5.56284898607748,43.2899029613401,43.2898189746703
7431,6.13191298869566,6.13214592178485,48.3068299179539,48.3066539818063
12110,5.04492289090192,5.04502967634835,43.3327920702316,43.3326733824826
7849,6.01979246089516,6.02010485442642,48.3351997265301,48.3350990598731
10519,5.46429993298133,5.4644049582281,43.3428679560364,43.3427259665967
2342,5.12172694023306,5.12185292023776,43.3938649636867,43.393730937055
12243,4.81259698677584,4.81279496732878,44.0107969256814,44.0105189817721
4605,5.22703499241027,5.22719994826474,43.411767954494,43.4116699700459
695,5.24205117194563,5.24224336898538,43.4674983905044,43.4674218637284
14015,6.05257693405383,6.05280098232566,48.6213779336225,48.6212949527811
258,5.12195593382776,5.12211594435936,43.3940099706116,43.3939099745067
2225,5.22289097948129,5.22313992200554,43.3967249528685,43.3966439836839
6880,5.95135992117756,5.95179695360903,43.1227259863634,43.1222729444969
9162,5.55960795557741,5.55970895751062,43.2951479372509,43.2949729231127
13201,4.80368895154012,4.80395859736521,44.1525254367949,44.1523938409151
12805,6.15879391981119,6.15892995809969,48.515355994752,48.5152559986472
4453,6.06096143561734,6.06128095376633,48.3204849602329,48.3203733971017
1528,5.34145626881289,5.3416126751261,43.3929239274174,43.3928201594561
2907,5.53994593857007,5.54013696214338,43.4348719162205,43.434764963136
9488,5.05077563861184,5.05100245291172,43.399261819683,43.399145646505
1648,5.0565901648433,5.05684304686204,43.3695468832855,43.3694766429369
6237,5.59790495499621,5.59804292112244,43.2976219397916,43.2975089517369
6369,6.09956797872036,6.09970099952372,48.4714229198203,48.4713049864427
6280,4.79579101945583,4.79642972047768,44.1969812910276,44.1968510362523
3255,5.27748826600165,5.27975439734362,43.4003910296786,43.399811085798
5692,1.49591595485663,1.49606993041795,43.6593869762363,43.6592759998383
12946,5.41081148843182,5.41132144342089,43.3360240482762,43.3358185240104
12823,4.81739319559074,4.81755253557009,44.1357178769133,44.1356322976819
3351,4.74949424782918,4.74970614234141,44.2921874735001,44.2920913330707
498,4.80316508259176,4.80398558709342,44.1440139493984,44.1437102730463
7735,5.42587896521459,5.42598893578423,43.3149419692333,43.3148059309448
8402,5.2041709207526,5.20434895237599,43.3878579889584,43.3877749242979
11043,6.00926294649051,6.00968799280045,48.4039666203653,48.4036769417917
105,5.57030594623581,5.57042999840277,43.3128379438986,43.3127169930358
13565,5.53794693848221,5.53806193819375,43.4047029321281,43.4045419995872
1661,-1.14457104797435,-1.14432914624876,44.6375579264325,44.6374389872265
7363,5.95044897594067,5.95057897925889,43.1228659641464,43.1227709971835
7234,5.87235495171109,5.87297093777531,48.6736569533631,48.6735659258947
2026,4.75225608492485,4.75237577850217,44.2977900214003,44.2976684838043
6708,6.23269892029174,6.2329059533001,48.468368973399,48.4682349467673
4134,6.04933892103889,6.04952692712706,48.6214849705261,48.6213999780279
1936,5.83066495788765,5.83082798590436,48.677105938881,48.6769999916249
11985,5.54593992134846,5.54606296768705,43.4012449779739,43.4011329957475
14103,5.63386591800057,5.63405392408876,43.3723209579598,43.3722419166129
7343,4.80115242000176,4.80158836278579,44.1545917435653,44.154490657813
10448,5.50991793808902,5.51005297054914,43.2997689642895,43.2996229515363
12677,5.52980894869103,5.52989796450274,43.4136439920623,43.4134999909658
